"","GameID","date","home","away","homescore","awayscore"
"1","2010090900",2010-09-09,"NO","MIN",14,9
"2","2010091200",2010-09-12,"TB","CLE",17,14
"3","2010091209",2010-09-12,"PIT","ATL",15,9
"4","2010091207",2010-09-12,"CHI","DET",19,14
"5","2010091206",2010-09-12,"NYG","CAR",31,18
"6","2010091205",2010-09-12,"TEN","OAK",38,13
"7","2010091204",2010-09-12,"JAC","DEN",24,17
"8","2010091201",2010-09-12,"BUF","MIA",10,15
"9","2010091202",2010-09-12,"NE","CIN",38,24
"10","2010091203",2010-09-12,"HOU","IND",34,24
"11","2010091210",2010-09-12,"PHI","GB",20,27
"12","2010091208",2010-09-12,"STL","ARI",13,17
"13","2010091211",2010-09-12,"SEA","SF",31,6
"14","2010091212",2010-09-12,"WAS","DAL",13,7
"15","2010091300",2010-09-13,"NYJ","BAL",9,10
"16","2010091301",2010-09-13,"KC","SD",21,14
"17","2010091901",2010-09-19,"GB","BUF",34,7
"18","2010091912",2010-09-19,"CIN","BAL",15,10
"19","2010091908",2010-09-19,"CAR","TB",7,20
"20","2010091907",2010-09-19,"ATL","ARI",41,7
"21","2010091906",2010-09-19,"DET","PHI",32,35
"22","2010091905",2010-09-19,"DAL","CHI",20,27
"23","2010091904",2010-09-19,"TEN","PIT",11,19
"24","2010091902",2010-09-19,"MIN","MIA",10,14
"25","2010091903",2010-09-19,"CLE","KC",14,16
"26","2010091910",2010-09-19,"OAK","STL",16,14
"27","2010091909",2010-09-19,"DEN","SEA",31,14
"28","2010091911",2010-09-19,"NYJ","NE",28,14
"29","2010091913",2010-09-19,"SD","JAC",38,13
"30","2010091900",2010-09-19,"WAS","HOU",27,30
"31","2010091914",2010-09-19,"IND","NYG",38,14
"32","2010092000",2010-09-20,"SF","NO",22,25
"33","2010092600",2010-09-26,"NYG","TEN",10,29
"34","2010092601",2010-09-26,"CAR","CIN",7,20
"35","2010092602",2010-09-26,"TB","PIT",13,38
"36","2010092603",2010-09-26,"NE","BUF",38,30
"37","2010092608",2010-09-26,"HOU","DAL",13,27
"38","2010092605",2010-09-26,"MIN","DET",24,10
"39","2010092606",2010-09-26,"NO","ATL",24,27
"40","2010092609",2010-09-26,"KC","SF",31,10
"41","2010092604",2010-09-26,"BAL","CLE",24,17
"42","2010092607",2010-09-26,"STL","WAS",30,16
