"","GameID","date","home","away","homescore","awayscore"
"1","2014090400",2014-09-04,"SEA","GB",36,16
"2","2014090700",2014-09-07,"ATL","NO",37,34
"3","2014090709",2014-09-07,"STL","MIN",6,34
"4","2014090708",2014-09-07,"PIT","CLE",30,27
"5","2014090707",2014-09-07,"PHI","JAC",34,17
"6","2014090706",2014-09-07,"NYJ","OAK",19,14
"7","2014090701",2014-09-07,"BAL","CIN",16,23
"8","2014090702",2014-09-07,"CHI","BUF",20,23
"9","2014090703",2014-09-07,"HOU","WAS",17,6
"10","2014090704",2014-09-07,"KC","TEN",10,26
"11","2014090705",2014-09-07,"MIA","NE",33,20
"12","2014090711",2014-09-07,"TB","CAR",14,20
"13","2014090710",2014-09-07,"DAL","SF",17,28
"14","2014090712",2014-09-07,"DEN","IND",31,24
"15","2014090800",2014-09-08,"DET","NYG",35,14
"16","2014090801",2014-09-08,"ARI","SD",18,17
"17","2014091100",2014-09-11,"BAL","PIT",26,6
"18","2014091400",2014-09-14,"BUF","MIA",29,10
"19","2014091407",2014-09-14,"WAS","JAC",41,10
"20","2014091406",2014-09-14,"TEN","DAL",10,26
"21","2014091405",2014-09-14,"NYG","ARI",14,25
"22","2014091404",2014-09-14,"MIN","NE",7,30
"23","2014091403",2014-09-14,"CLE","NO",26,24
"24","2014091402",2014-09-14,"CIN","ATL",24,10
"25","2014091401",2014-09-14,"CAR","DET",24,7
"26","2014091409",2014-09-14,"TB","STL",17,19
"27","2014091408",2014-09-14,"SD","SEA",30,21
"28","2014091412",2014-09-14,"OAK","HOU",14,30
"29","2014091411",2014-09-14,"GB","NYJ",31,24
"30","2014091410",2014-09-14,"DEN","KC",24,17
"31","2014091413",2014-09-14,"SF","CHI",20,28
"32","2014091500",2014-09-15,"IND","PHI",27,30
"33","2014091800",2014-09-18,"ATL","TB",56,14
"34","2014092100",2014-09-21,"BUF","SD",10,22
"35","2014092109",2014-09-21,"STL","DAL",31,34
"36","2014092108",2014-09-21,"PHI","WAS",37,34
"37","2014092107",2014-09-21,"NYG","HOU",30,17
"38","2014092106",2014-09-21,"NO","MIN",20,9
"39","2014092101",2014-09-21,"CIN","TEN",33,7
"40","2014092102",2014-09-21,"CLE","BAL",21,23
"41","2014092103",2014-09-21,"DET","GB",19,7
"42","2014092104",2014-09-21,"JAC","IND",17,44
"43","2014092105",2014-09-21,"NE","OAK",16,9
"44","2014092110",2014-09-21,"ARI","SF",23,14
"45","2014092112",2014-09-21,"SEA","DEN",26,20
"46","2014092111",2014-09-21,"MIA","KC",15,34
"47","2014092113",2014-09-21,"CAR","PIT",19,37
"48","2014092200",2014-09-22,"NYJ","CHI",19,27
"49","2014092500",2014-09-25,"WAS","NYG",14,45
"50","2014092801",2014-09-28,"CHI","GB",17,38
"51","2014092802",2014-09-28,"HOU","BUF",23,17
"52","2014092803",2014-09-28,"IND","TEN",41,17
"53","2014092800",2014-09-28,"BAL","CAR",38,10
"54","2014092805",2014-09-28,"NYJ","DET",17,24
"55","2014092807",2014-09-28,"PIT","TB",24,27
"56","2014092806",2014-09-28,"OAK","MIA",14,38
"57","2014092808",2014-09-28,"SD","JAC",33,14
"58","2014092809",2014-09-28,"SF","PHI",26,21
"59","2014092804",2014-09-28,"MIN","ATL",41,28
"60","2014092810",2014-09-28,"DAL","NO",38,17
"61","2014092900",2014-09-29,"KC","NE",41,14
"62","2014100200",2014-10-02,"GB","MIN",42,10
"63","2014100500",2014-10-05,"CAR","CHI",31,24
"64","2014100508",2014-10-05,"TEN","CLE",28,29
"65","2014100507",2014-10-05,"PHI","STL",34,28
"66","2014100506",2014-10-05,"NYG","ATL",30,20
"67","2014100505",2014-10-05,"NO","TB",37,31
"68","2014100501",2014-10-05,"DAL","HOU",20,17
"69","2014100502",2014-10-05,"DET","BUF",14,17
"70","2014100503",2014-10-05,"IND","BAL",20,13
"71","2014100504",2014-10-05,"JAC","PIT",9,17
"72","2014100509",2014-10-05,"DEN","ARI",41,20
"73","2014100511",2014-10-05,"SF","KC",22,17
"74","2014100510",2014-10-05,"SD","NYJ",31,0
"75","2014100512",2014-10-05,"NE","CIN",43,17
